rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
1207	CFH	complement factor H	3796	3	0	3	17	0	2	3	22	20	20	6.799299e-01	1.530000e-02	6.166000e-01	7.349938e-02	1
1208	C6orf226	chromosome 6 open reading frame 226	308	57	0	0	4	0	0	0	4	4	4	1.395102e-02	1	7.090000e-01	7.355259e-02	1
1209	ELAC2	elaC homolog 2 (E. coli)	2573	0	0	0	2	0	1	0	3	3	3	3.494987e-01	1	2.700000e-02	7.367616e-02	1
1210	KIAA1109	KIAA1109	15352	2	0	22	31	0	1	0	32	26	31	9.997914e-01	1.100000e-02	8.206000e-01	7.374931e-02	1
1211	PMM2	phosphomannomutase 2	1321	34	0	1	3	2	0	0	5	5	5	1.400408e-02	1	6.000000e-01	7.377917e-02	1
1212	IRF2	interferon regulatory factor 2	1082	7	0	1	1	0	0	1	2	2	2	8.863512e-01	1	1.000000e-02	7.378034e-02	1
1213	MYO9B	myosin IXB	6642	8	0	9	19	0	2	1	22	17	19	3.787167e-01	2.600000e-02	3.760000e-01	7.381519e-02	1
1214	C22orf23	chromosome 22 open reading frame 23	697	1	0	0	3	0	0	1	4	4	4	1.404554e-02	1	8.850000e-01	7.395609e-02	1
1215	PPP3R1	protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform	533	144	0	0	3	0	1	0	4	4	4	1.267586e-01	1	5.800000e-02	7.406129e-02	1
1216	MRPS27	mitochondrial ribosomal protein S27	1493	8	0	1	2	0	0	0	2	2	2	7.030217e-01	1	1.000000e-02	7.431924e-02	1
1217	WDR11	WD repeat domain 11	3787	0	0	0	11	0	0	0	11	10	10	3.930234e-01	7.600000e-02	2.370000e-01	7.439635e-02	1
1218	NEIL1	nei endonuclease VIII-like 1 (E. coli)	1209	5	0	0	4	0	1	1	6	6	6	1.416045e-02	1	9.430000e-01	7.444579e-02	1
1219	VGLL1	vestigial like 1 (Drosophila)	793	13	0	0	5	0	1	0	6	6	6	3.046658e-02	1	3.590000e-01	7.447348e-02	1
1220	RNASEH2A	ribonuclease H2, subunit A	930	4	0	1	4	0	0	0	4	4	4	3.728413e-01	3.200000e-02	5.940000e-01	7.447777e-02	1
1221	PHYH	phytanoyl-CoA 2-hydroxylase	1051	250	0	1	3	0	0	2	5	5	4	2.892492e-01	4.000000e-02	2.590000e-01	7.450009e-02	1
1222	GLT8D1	glycosyltransferase 8 domain containing 1	1464	1	0	0	4	0	1	1	6	5	6	1.418927e-02	1	9.810000e-01	7.456842e-02	1
1223	TRPM4	transient receptor potential cation channel, subfamily M, member 4	3753	5	0	1	13	0	2	1	16	15	16	2.002085e-02	1	3.060000e-01	7.459190e-02	1
1224	MCOLN1	mucolipin 1	2488	2	0	2	6	0	0	0	6	6	5	5.278297e-01	5.000000e-02	2.910000e-01	7.483269e-02	1
1225	DOM3Z	dom-3 homolog Z (C. elegans)	1792	27	0	2	4	0	0	0	4	4	3	6.486541e-01	1.900000e-02	6.690000e-01	7.491339e-02	1
1226	FANCL	Fanconi anemia, complementation group L	1538	15	0	1	7	0	1	2	10	10	10	1.427929e-02	1	8.400000e-01	7.495122e-02	1
1227	ESRP1	epithelial splicing regulatory protein 1	2129	3	0	0	3	0	1	1	5	5	5	1.428634e-02	1	7.540000e-01	7.498118e-02	1
1228	ZNF323	zinc finger protein 323	1237	22	0	1	2	0	0	1	3	3	3	7.153024e-01	1	1.240000e-02	7.506487e-02	1
1229	LOC646498		628	16	0	0	2	0	0	0	2	2	1	3.869913e-01	3.700000e-02	9.810000e-01	7.511851e-02	1
1230	ZYX	zyxin	1758	71	0	3	5	0	0	0	5	5	4	5.117278e-01	7.300000e-02	2.010000e-01	7.515970e-02	1
1231	MYBPH	myosin binding protein H	1476	41	0	1	2	2	0	0	4	4	3	3.778951e-01	5.000000e-02	2.650000e-01	7.529397e-02	1
1232	OR52W1	olfactory receptor, family 52, subfamily W, member 1	961	9	0	1	3	1	0	0	4	4	4	4.477149e-02	1	2.450000e-01	7.534334e-02	1
1233	OR6B1	olfactory receptor, family 6, subfamily B, member 1	936	9	0	2	4	0	0	0	4	4	3	5.136449e-01	1.430000e-01	5.100000e-02	7.538749e-02	1
1234	ISM2	isthmin 2 homolog (zebrafish)	1742	10	0	0	5	0	0	0	5	5	5	1.546503e-01	1	6.900000e-02	7.538926e-02	1
1235	MTRF1L	mitochondrial translational release factor 1-like	1167	3	1	1	5	0	0	1	6	6	5	2.213300e-01	5.600000e-02	6.600000e-01	7.540613e-02	1
1236	SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	416	56	0	0	4	0	0	0	4	4	4	1.059642e-01	1	9.700000e-02	7.551077e-02	1
1237	ACOT12	acyl-CoA thioesterase 12	1726	2	0	0	10	0	0	0	10	10	9	7.469811e-02	1.840000e-01	7.510000e-01	7.553454e-02	1
1238	ESCO1	establishment of cohesion 1 homolog 1 (S. cerevisiae)	2555	0	0	0	1	0	0	1	2	2	2	4.376806e-01	1	2.500000e-02	7.564782e-02	1
1239	C19orf2	chromosome 19 open reading frame 2	1650	12	0	1	4	1	0	2	7	7	6	1.148824e-01	8.500000e-02	8.810000e-01	7.578222e-02	1
1240	KLK7	kallikrein-related peptidase 7	782	13	0	0	3	0	1	0	4	4	4	1.448266e-02	1	4.550000e-01	7.581386e-02	1
1241	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	2014	1	0	0	2	0	0	1	3	3	3	1.449415e-02	1	6.320000e-01	7.586254e-02	1
1242	RAB43	RAB43, member RAS oncogene family	647	1	0	0	2	0	0	1	3	3	3	1.450343e-02	1	9.090000e-01	7.590180e-02	1
1243	ZNHIT2	zinc finger, HIT type 2	1216	2	0	0	4	0	0	0	4	4	4	2.825564e-02	1	4.100000e-01	7.610589e-02	1
1244	MOSC2	MOCO sulphurase C-terminal domain containing 2	1036	6	0	0	4	0	0	0	4	4	3	5.610820e-01	2.200000e-02	7.530000e-01	7.626014e-02	1
1245	TMEM86B	transmembrane protein 86B	935	9	0	0	2	0	0	1	3	3	3	1.459398e-02	1	9.570000e-01	7.628485e-02	1
1246	CXorf61	chromosome X open reading frame 61	348	8	1	0	5	0	0	0	5	5	4	2.317108e-01	1.550000e-01	1.590000e-01	7.630094e-02	1
1247	RRN3	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	2026	0	0	0	2	0	0	0	2	2	2	4.711944e-01	1	1.600000e-02	7.634001e-02	1
1248	ATP5SL	ATP5S-like	836	6	0	0	5	0	0	0	5	5	4	1.540180e-01	1.840000e-01	3.940000e-01	7.644432e-02	1
1249	INTS12	integrator complex subunit 12	1414	7	0	0	4	2	0	0	6	6	6	1.466050e-02	1	4.680000e-01	7.656592e-02	1
1250	RBPJL	recombination signal binding protein for immunoglobulin kappa J region-like	1870	5	0	1	6	0	2	1	9	9	9	1.467415e-02	1	9.980000e-01	7.662354e-02	1
1251	PEAR1	platelet endothelial aggregation receptor 1	3202	4	0	4	9	0	0	1	10	10	9	2.776663e-01	6.200000e-02	3.130000e-01	7.680147e-02	1
1252	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	1270	10	0	0	5	0	0	0	5	5	4	5.078406e-01	4.000000e-02	3.740000e-01	7.684815e-02	1
1253	TMEM8A	transmembrane protein 8A	2364	6	0	5	5	0	2	1	8	8	8	1.476314e-02	1	9.130000e-01	7.699897e-02	1
1254	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	2379	12	0	1	6	1	0	0	7	7	7	1.510060e-01	7.700000e-02	4.760000e-01	7.714834e-02	1
1255	MLH1	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	4162	0	0	1	5	0	2	0	7	6	7	1.233857e-01	1.550000e-01	6.320000e-01	7.718077e-02	1
1256	TMX1	thioredoxin-related transmembrane protein 1	871	87	0	1	5	0	2	0	7	7	6	4.451417e-02	1	2.960000e-01	7.725211e-02	1
1257	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	1422	31	0	1	12	1	0	0	13	13	13	2.020058e-02	5.260000e-01	9.650000e-01	7.726898e-02	1
1258	KBTBD13	kelch repeat and BTB (POZ) domain containing 13	1377	2	0	3	13	0	0	1	14	13	13	1.486242e-02	6.070000e-01	6.940000e-01	7.741715e-02	1
1259	FAHD1	fumarylacetoacetate hydrolase domain containing 1	985	14	0	0	2	0	0	0	2	2	1	5.510786e-01	2.300000e-02	3.470000e-01	7.748743e-02	1
1260	ASB12	ankyrin repeat and SOCS box-containing 12	934	12	0	0	6	0	0	0	6	6	6	7.882277e-02	1	1.200000e-01	7.756477e-02	1
1261	PGPEP1	pyroglutamyl-peptidase I	648	57	0	1	5	0	0	0	5	5	4	9.043236e-02	1.910000e-01	4.320000e-01	7.766502e-02	1
1262	CFL1	cofilin 1 (non-muscle)	651	14	0	0	4	1	0	0	5	5	5	1.494183e-02	1	9.950000e-01	7.775118e-02	1
1263	IFT52	intraflagellar transport 52 homolog (Chlamydomonas)	1366	35	0	2	5	0	0	0	5	5	4	2.457173e-01	2.700000e-01	9.200000e-02	7.794836e-02	1
1264	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	1956	6	1	2	4	0	0	0	4	4	3	7.152840e-01	2.100000e-02	1.000000e-01	7.808360e-02	1
1265	CROCC	ciliary rootlet coiled-coil, rootletin	6200	33	0	9	24	0	1	1	26	24	25	1.502987e-02	6.920000e-01	8.210000e-01	7.812100e-02	1
1266	FAM83E	family with sequence similarity 83, member E	1522	26	0	2	4	0	0	0	4	4	3	5.369777e-01	2.700000e-02	6.800000e-01	7.814410e-02	1
1267	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	2666	3	0	1	4	0	1	0	5	5	5	6.148112e-01	1	9.000000e-03	7.825950e-02	1
1268	HELZ	helicase with zinc finger	5949	3	0	7	10	1	2	2	15	15	14	1.861708e-01	1.880000e-01	1.880000e-01	7.833064e-02	1
1269	FOXRED1	FAD-dependent oxidoreductase domain containing 1	2447	1	0	1	5	0	2	1	8	8	8	1.508936e-02	1	6.720000e-01	7.837060e-02	1
1270	MYBBP1A	MYB binding protein (P160) 1a	4142	11	0	5	13	0	1	1	15	13	14	1.218215e-01	9.900000e-02	7.430000e-01	7.843980e-02	1
1271	NARF	nuclear prelamin A recognition factor	1553	2	0	0	5	0	2	0	7	7	6	1.736515e-01	7.300000e-02	5.790000e-01	7.844743e-02	1
1272	TIRAP	toll-interleukin 1 receptor (TIR) domain containing adaptor protein	740	36	0	0	4	0	0	0	4	4	4	1.065538e-01	1	9.100000e-02	7.854366e-02	1
1273	CRB2	crumbs homolog 2 (Drosophila)	3908	1	0	6	16	0	0	3	19	19	18	7.051616e-02	4.570000e-01	1.460000e-01	7.867076e-02	1
1274	PRRT3	proline-rich transmembrane protein 3	2958	3	0	7	8	0	0	0	8	7	8	8.286330e-01	1	4.300000e-03	7.868337e-02	1
1275	DSCR4	Down syndrome critical region gene 4	365	5	0	1	2	0	1	0	3	3	3	2.802739e-02	1	4.210000e-01	7.879585e-02	1
1276	NGF	nerve growth factor (beta polypeptide)	730	4	0	0	3	0	0	0	3	3	2	1.690323e-01	8.000000e-02	1	7.888821e-02	1
1277	ZNF649	zinc finger protein 649	1530	5	0	3	5	0	0	0	5	4	4	9.520361e-01	2.200000e-02	6.890000e-01	7.897054e-02	1
1278	FBLN5	fibulin 5	1387	9	0	0	5	0	0	0	5	5	4	1.840499e-01	7.200000e-02	9.500000e-01	7.915276e-02	1
1279	KATNA1	katanin p60 (ATPase-containing) subunit A 1	1514	34	0	1	3	3	0	0	6	6	6	1.530518e-02	1	6.470000e-01	7.927417e-02	1
1280	AGBL5	ATP/GTP binding protein-like 5	2782	14	0	5	2	0	0	1	3	3	3	9.953828e-01	1	9.800000e-03	7.937326e-02	1
1281	BMP3	bone morphogenetic protein 3 (osteogenic)	1427	1	0	0	3	0	0	1	4	4	4	5.686088e-01	2.400000e-02	4.650000e-01	7.947160e-02	1
1282	PDLIM4	PDZ and LIM domain 4	1019	7	0	2	4	0	1	0	5	5	5	7.454893e-02	1	1.340000e-01	7.949099e-02	1
1283	ETS2	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	1444	10	0	1	6	0	0	1	7	6	6	2.654161e-01	4.890000e-01	2.600000e-02	7.964570e-02	1
1284	TPSAB1	tryptase alpha/beta 1	846	1	0	0	0	1	0	0	1	1	1	7.967098e-02	NaN	NaN	7.967098e-02	1
1285	BRD3	bromodomain containing 3	2221	1	0	8	5	0	0	0	5	5	4	9.939393e-01	1.490000e-02	9.667000e-01	7.969546e-02	1
1286	CDKN2B	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	504	0	1	1	3	0	0	0	3	3	2	7.344754e-01	3.600000e-02	6.900000e-02	7.977024e-02	1
1287	LASS3	LAG1 homolog, ceramide synthase 3	1191	10	0	2	5	0	0	0	5	5	4	3.427605e-01	3.600000e-02	4.170000e-01	7.977125e-02	1
1288	PCNP	PEST proteolytic signal containing nuclear protein	555	40	0	0	3	0	0	1	4	4	3	4.208424e-02	3.580000e-01	2.430000e-01	7.985755e-02	1
1289	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	2002	5	0	6	6	1	0	0	7	6	7	6.183521e-01	2.900000e-02	4.210000e-01	7.991547e-02	1
1290	WBP2NL	WBP2 N-terminal like	1018	2	0	0	4	0	0	0	4	4	3	5.031231e-01	2.000000e-02	8.400000e-01	8.049030e-02	1
1291	WDR66	WD repeat domain 66	3650	14	0	3	8	0	2	1	11	11	11	5.031543e-02	1	2.670000e-01	8.049434e-02	1
1292	MPL	myeloproliferative leukemia virus oncogene	1954	14	0	1	4	1	0	0	5	5	5	1.628032e-01	1	5.900000e-02	8.062463e-02	1
1293	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)	1768	22	0	1	3	0	3	0	6	6	6	1.518335e-01	1	5.100000e-02	8.066513e-02	1
1294	UCP3	uncoupling protein 3 (mitochondrial, proton carrier)	965	37	0	1	5	0	1	0	6	6	6	5.732649e-02	1	5.000000e-02	8.071205e-02	1
1295	TP53BP1	tumor protein p53 binding protein 1	6042	3	0	1	14	1	0	1	16	15	15	1.534625e-01	8.700000e-02	7.800000e-01	8.072471e-02	1
1296	SRP68	signal recognition particle 68kDa	2198	24	0	2	1	1	2	2	6	6	5	3.271821e-01	3.900000e-02	9.180000e-01	8.093898e-02	1
1297	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	2819	31	0	3	9	0	0	1	10	10	10	2.717547e-01	5.500000e-02	8.960000e-01	8.117576e-02	1
1298	CYLC1	cylicin, basic protein of sperm head cytoskeleton 1	1976	55	0	3	18	2	0	3	23	22	23	3.149216e-02	4.230000e-01	9.390000e-01	8.124134e-02	1
1299	CYP20A1	cytochrome P450, family 20, subfamily A, polypeptide 1	1437	22	0	0	5	0	0	0	5	5	5	1.348542e-01	1	4.100000e-02	8.124284e-02	1
1300	KIAA1257	KIAA1257	1258	9	0	1	5	0	0	0	5	5	5	6.527611e-02	1	1.840000e-01	8.132118e-02	1
1301	NKX3-2	NK3 homeobox 2	1008	0	0	3	7	0	0	0	7	6	6	6.097316e-01	9.900000e-02	2.160000e-01	8.155421e-02	1
1302	PAPLN	papilin, proteoglycan-like sulfated glycoprotein	3856	19	0	5	16	0	0	2	18	15	16	1.183846e-01	1.250000e-01	5.190000e-01	8.159776e-02	1
1303	SLC19A3	solute carrier family 19, member 3	1511	2	0	0	4	0	0	0	4	4	3	7.975525e-01	1.850000e-02	9.631000e-01	8.162993e-02	1
1304	ASB3	ankyrin repeat and SOCS box-containing 3	2326	0	2	1	3	0	0	0	3	3	3	9.798828e-01	1	4.900000e-03	8.164156e-02	1
1305	SYNM	synemin, intermediate filament protein	4709	9	0	11	15	1	0	1	17	17	15	1.212238e-01	2.560000e-01	1.840000e-01	8.166732e-02	1
1306	INSRR	insulin receptor-related receptor	4008	4	0	4	22	0	0	1	23	22	21	9.510427e-02	1.170000e-01	4.960000e-01	8.167599e-02	1
1307	CBX3	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	576	31	0	0	3	0	0	1	4	4	4	1.752574e-01	1	2.900000e-02	8.194932e-02	1
1308	TRIP11	thyroid hormone receptor interactor 11	6020	3	0	1	10	1	1	0	12	12	12	1.595343e-02	1	7.020000e-01	8.197002e-02	1
1309	MMS19	MMS19 nucleotide excision repair homolog (S. cerevisiae)	3213	52	0	2	9	0	1	0	10	9	9	8.376291e-02	1.560000e-01	5.260000e-01	8.215736e-02	1
1310	DDB2	damage-specific DNA binding protein 2, 48kDa	1320	1	0	0	2	0	0	1	3	3	3	5.234225e-02	1	2.110000e-01	8.223183e-02	1
1311	MYO18A	myosin XVIIIA	6330	1	0	4	8	0	0	0	8	8	8	9.919585e-01	1	3.500000e-03	8.245085e-02	1
1312	SYT17	synaptotagmin XVII	1453	4	0	1	8	0	1	0	9	9	8	4.129698e-01	1.050000e-01	1.320000e-01	8.259991e-02	1
1313	USP15	ubiquitin specific peptidase 15	2941	0	0	3	2	2	1	1	6	6	6	5.465754e-02	1	2.310000e-01	8.267484e-02	1
1314	SP8	Sp8 transcription factor	1533	0	0	4	8	0	0	2	10	10	9	5.524065e-02	4.110000e-01	4.250000e-01	8.270082e-02	1
1315	DIS3	DIS3 mitotic control homolog (S. cerevisiae)	3066	38	0	4	7	0	2	1	10	10	10	5.006462e-02	1	2.190000e-01	8.286834e-02	1
1316	TBL1X	transducin (beta)-like 1X-linked	1794	9	0	3	8	0	1	0	9	9	9	1.620436e-02	1	9.070000e-01	8.300644e-02	1
1317	CCDC15	coiled-coil domain containing 15	2916	3	0	3	7	1	0	0	8	8	8	2.283413e-01	1	2.400000e-02	8.303888e-02	1
1318	RPLP2	ribosomal protein, large, P2	365	2	0	2	2	0	0	0	2	2	1	9.539395e-01	1.600000e-02	8.030000e-01	8.305841e-02	1
1319	ZNF155	zinc finger protein 155	1633	2	0	0	5	0	0	0	5	4	5	8.305169e-01	1.670000e-02	8.346000e-01	8.331038e-02	1
1320	TRABD	TraB domain containing	1167	2	0	1	4	0	1	0	5	5	4	3.630586e-01	3.800000e-02	9.520000e-01	8.355531e-02	1
1321	THOC1	THO complex 1	2056	79	0	2	5	0	0	0	5	5	4	5.785957e-01	2.480000e-02	1.701000e-01	8.370594e-02	1
1322	HAUS6	HAUS augmin-like complex, subunit 6	2932	3	0	1	9	0	1	0	10	10	10	3.999258e-02	1	2.460000e-01	8.379927e-02	1
1323	ZNF197	zinc finger protein 197	3151	2	0	0	3	1	0	1	5	5	5	8.002099e-02	1	2.000000e-01	8.382946e-02	1
1324	OR8U8	olfactory receptor, family 8, subfamily U, member 8	10290	4	0	0	3	0	0	0	3	3	3	1.640900e-02	1	9.690000e-01	8.384878e-02	1
1325	CISD2	CDGSH iron sulfur domain 2	416	40	0	0	3	0	0	0	3	3	2	3.739421e-01	4.400000e-02	2.420000e-01	8.403140e-02	1
1326	BRIP1	BRCA1 interacting protein C-terminal helicase 1	3826	23	0	4	7	0	0	1	8	8	7	9.173179e-01	1.500000e-02	1	8.427062e-02	1
1327	C4orf17	chromosome 4 open reading frame 17	1112	3	0	2	4	0	0	1	5	5	5	4.466949e-01	1	1.900000e-02	8.433623e-02	1
1328	MDM1	Mdm1 nuclear protein homolog (mouse)	2366	34	0	3	5	0	0	1	6	6	5	6.903368e-01	2.000000e-02	8.770000e-01	8.450181e-02	1
1329	CCDC81	coiled-coil domain containing 81	2015	0	0	0	4	0	1	0	5	4	5	5.346894e-01	2.800000e-02	9.340000e-01	8.453170e-02	1
1330	FBXO27	F-box protein 27	872	0	0	1	3	0	0	0	3	3	2	7.223545e-01	1.600000e-02	6.320000e-01	8.469065e-02	1
1331	MYT1	myelin transcription factor 1	3448	6	0	4	8	0	0	3	11	11	10	1.204363e-01	1.210000e-01	9.880000e-01	8.471545e-02	1
1332	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial	1815	20	0	2	7	0	0	0	7	7	6	3.305030e-02	4.240000e-01	4.790000e-01	8.486760e-02	1
1333	PHF12	PHD finger protein 12	3095	5	0	2	11	0	0	2	13	13	12	1.291850e-01	1.090000e-01	9.930000e-01	8.542679e-02	1
1334	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	3021	0	0	0	2	1	2	1	6	5	6	1.682628e-02	1	7.310000e-01	8.555851e-02	1
1335	F2RL3	coagulation factor II (thrombin) receptor-like 3	1162	1	0	3	6	0	0	1	7	7	7	1.683150e-02	1	6.900000e-01	8.557980e-02	1
1336	HLTF	helicase-like transcription factor	3130	3	0	1	4	0	0	1	5	5	5	4.321577e-01	1	2.700000e-02	8.567231e-02	1
1337	COX5B	cytochrome c oxidase subunit Vb	406	76	0	0	4	0	0	0	4	4	4	1.686295e-02	1	7.630000e-01	8.570826e-02	1
1338	EIF3A	eukaryotic translation initiation factor 3, subunit A	4233	15	0	3	5	3	0	1	9	8	9	8.032101e-01	6.600000e-02	7.800000e-02	8.572646e-02	1
1339	RILPL2	Rab interacting lysosomal protein-like 2	648	1	0	1	3	1	0	0	4	3	4	3.834966e-01	3.600000e-02	7.310000e-01	8.575274e-02	1
1340	SKIV2L2	superkiller viralicidic activity 2-like 2 (S. cerevisiae)	3520	29	0	2	5	0	0	3	8	7	7	5.821201e-01	2.800000e-02	9.390000e-01	8.578389e-02	1
1341	TUBAL3	tubulin, alpha-like 3	1355	16	0	3	5	0	0	0	5	5	5	3.261673e-01	1	2.300000e-02	8.610705e-02	1
1342	MLXIPL	MLX interacting protein-like	2625	18	0	3	14	0	0	0	14	14	13	2.539308e-02	4.960000e-01	9.030000e-01	8.611471e-02	1
1343	SRP54	signal recognition particle 54kDa	1575	3	0	0	8	0	1	0	9	8	9	1.361750e-01	1	5.800000e-02	8.635632e-02	1
1344	NGFRAP1	nerve growth factor receptor (TNFRSF16) associated protein 1	340	151	0	0	0	3	0	0	3	3	3	1.292191e-01	1	8.400000e-02	8.649903e-02	1
1345	SF3B1	splicing factor 3b, subunit 1, 155kDa	4035	1	0	2	9	1	0	0	10	10	9	5.506040e-01	1.420000e-01	9.600000e-02	8.654709e-02	1
1346	SEPW1	selenoprotein W, 1	284	265	0	0	0	0	2	0	2	2	2	6.099949e-01	1.530000e-01	2.650000e-01	8.659241e-02	1
1347	C11orf52	chromosome 11 open reading frame 52	386	10	0	1	4	0	1	0	5	5	5	3.650216e-02	1	4.190000e-01	8.660525e-02	1
1348	WBSCR27	Williams Beuren syndrome chromosome region 27	758	1	0	2	2	0	0	1	3	3	3	8.465277e-02	1	1.760000e-01	8.667380e-02	1
1349	HOXA2	homeobox A2	1135	0	0	0	5	1	0	0	6	6	6	1.711780e-02	1	9.800000e-01	8.674678e-02	1
1350	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	1066	34	0	0	4	0	0	1	5	5	5	4.191862e-02	1	3.140000e-01	8.685625e-02	1
1351	HAPLN4	hyaluronan and proteoglycan link protein 4	1227	0	0	4	4	1	0	0	5	5	4	4.288382e-01	3.800000e-02	9.900000e-01	8.689207e-02	1
1352	PQLC2	PQ loop repeat containing 2	988	3	0	0	4	0	0	0	4	4	3	3.383049e-01	3.500000e-02	9.100000e-01	8.729843e-02	1
1353	SYVN1	synovial apoptosis inhibitor 1, synoviolin	1914	14	0	4	7	1	0	0	8	7	8	2.192646e-01	7.400000e-02	6.860000e-01	8.757579e-02	1
1354	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1	886	4	0	0	0	1	0	0	1	1	1	8.771207e-02	NaN	NaN	8.771207e-02	1
1355	GFRAL	GDNF family receptor alpha like	1219	8	0	2	7	0	0	0	7	7	6	9.185472e-01	5.160000e-02	2.120000e-01	8.773246e-02	1
1356	RSPO1	R-spondin homolog (Xenopus laevis)	808	1	0	2	2	1	1	1	5	5	5	1.737289e-02	1	8.290000e-01	8.778249e-02	1
1357	C2orf86		2335	0	0	0	8	1	2	0	11	11	10	3.953904e-01	8.700000e-02	2.750000e-01	8.788093e-02	1
1358	SLFN11	schlafen family member 11	2722	5	0	2	7	1	0	0	8	8	8	1.210441e-01	1	8.100000e-02	8.801529e-02	1
1359	CCDC135	coiled-coil domain containing 135	2693	10	0	4	8	1	0	0	9	9	9	6.014789e-01	1.090000e-01	1.320000e-01	8.806606e-02	1
1360	PRB4	proline-rich protein BstNI subfamily 4	758	46	0	1	2	0	0	0	2	2	2	7.488778e-01	1	1.270000e-02	8.809021e-02	1
1361	CCDC83	coiled-coil domain containing 83	1379	136	0	1	3	0	0	0	3	3	3	5.133213e-01	1	2.200000e-02	8.810669e-02	1
1362	RNLS	renalase, FAD-dependent amine oxidase	1127	4	0	0	1	0	1	0	2	2	2	3.880883e-02	1	4.140000e-01	8.815142e-02	1
1363	TMEM61	transmembrane protein 61	641	31	0	1	3	0	1	1	5	5	5	3.015017e-02	1	3.090000e-01	8.836697e-02	1
1364	RBM47	RNA binding motif protein 47	1798	10	0	5	11	0	0	1	12	12	10	2.254021e-01	5.300000e-02	9.920000e-01	8.862616e-02	1
1365	CREB1	cAMP responsive element binding protein 1	1058	4	0	0	5	0	0	0	5	5	5	4.046574e-02	1	3.200000e-01	8.871197e-02	1
1366	RELA	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	1696	10	0	1	8	1	0	2	11	11	11	1.762785e-02	1	9.150000e-01	8.881398e-02	1
1367	IRF1	interferon regulatory factor 1	1014	2	0	4	6	0	1	3	10	8	10	1.729442e-01	1	4.800000e-02	8.886426e-02	1
1368	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	6483	0	0	2	10	0	2	0	12	10	12	4.525870e-01	3.400000e-02	9.770000e-01	8.890699e-02	1
1369	CSPG4	chondroitin sulfate proteoglycan 4	7007	0	0	3	20	0	0	1	21	20	21	1.590614e-01	1	4.600000e-02	8.892687e-02	1
1370	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	1104	0	0	0	3	0	0	1	4	4	4	4.397266e-02	1	3.390000e-01	8.901242e-02	1
1371	PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B	3337	16	0	3	7	0	0	0	7	7	6	8.847883e-01	1.800000e-02	7.680000e-01	8.908809e-02	1
1372	TMEM149	transmembrane protein 149	1738	10	0	1	7	0	0	2	9	9	9	8.154881e-02	1	5.500000e-02	8.908941e-02	1
1373	GPC5	glypican 5	1747	3	0	5	11	0	0	1	12	9	12	9.955136e-01	1.170000e-02	9.569000e-01	8.918642e-02	1
1374	C14orf105	chromosome 14 open reading frame 105	911	0	0	2	4	0	0	0	4	4	3	8.862918e-01	1.500000e-02	8.550000e-01	8.920939e-02	1
1375	PUS7L	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	2138	7	0	3	10	1	0	1	12	12	12	1.773367e-02	1	5.440000e-01	8.924098e-02	1
1376	HIST1H2BI	histone cluster 1, H2bi	793	0	0	8	6	0	0	0	6	6	5	9.864276e-01	1.270000e-01	5.500000e-02	8.932978e-02	1
1377	PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha	1255	9	0	1	3	0	0	1	4	4	3	6.817301e-02	2.160000e-01	9.580000e-01	8.948074e-02	1
1378	C20orf107	chromosome 20 open reading frame 107	524	90	0	1	3	0	0	1	4	4	4	1.815826e-01	1	4.600000e-02	8.948855e-02	1
1379	NSUN6	NOL1/NOP2/Sun domain family, member 6	1450	75	0	2	6	1	0	1	8	7	8	5.235035e-02	1	2.600000e-01	8.950476e-02	1
