gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
DPH7		1391	14	0	1	4	0	1	0	5	5	5	1.433597e-01	1	4.580000e-01	1.000000e+00	4.504452e-01	6.715083e-01	4.218213e-01	1
SENP1	SUMO1/sentrin specific peptidase 1	2235	1	1	2	7	0	0	0	7	7	7	7.969429e-01	1	1.060000e-01	1	1.153874e-01	8.424195e-02	4.219962e-01	1
KIAA0391	KIAA0391	1776	11	1	2	5	0	0	1	6	6	6	1.435156e-01	1	7.450000e-01	1	7.426809e-01	3.176304e-01	4.221242e-01	1
ANKRD12	ankyrin repeat domain 12	6233	3	1	11	14	3	0	8	25	25	25	1.435433e-01	1	9.960000e-01	1	9.936619e-01	5.842546e-02	4.221779e-01	1
SSBP2	single-stranded DNA binding protein 2	1174	2	1	0	3	0	0	0	3	3	3	5.788620e-01	1	2.230000e-01	1.000000e+00	2.176581e-01	7.675743e-01	4.222060e-01	1
UQCRH	ubiquinol-cytochrome c reductase hinge protein	288	12	1	0	1	0	0	1	2	2	2	1.436503e-01	1	7.920000e-01	9.999883e-01	7.996170e-01	7.535303e-01	4.223855e-01	1
KLF3	Kruppel-like factor 3 (basic)	1056	23	1	2	3	0	0	1	4	4	4	4.200542e-01	1	2.480000e-01	1.000000e+00	2.348422e-01	4.798119e-01	4.224015e-01	1
CCDC87	coiled-coil domain containing 87	2550	2	0	0	3	2	0	1	6	6	6	1.437671e-01	1	6.580000e-01	1	6.394262e-01	6.295181e-01	4.226122e-01	1
OR1M1	olfactory receptor, family 1, subfamily M, member 1	942	15	0	2	7	0	0	0	7	7	7	4.279988e-01	1	2.110000e-01	1	1.922696e-01	8.862241e-01	4.226907e-01	1
SYT12	synaptotagmin XII	1290	1	1	0	3	1	0	0	4	4	4	1.438364e-01	1	9.530000e-01	1.000000e+00	9.623044e-01	1.007328e-02	4.227466e-01	1
OR10A7	olfactory receptor, family 10, subfamily A, member 7	951	21	0	1	7	0	0	1	8	8	8	2.953591e-01	1	3.370000e-01	1	3.463571e-01	7.590892e-01	4.227533e-01	1
XAGE3	X antigen family, member 3	352	88	0	0	1	0	0	0	1	1	1	4.229075e-01	NaN	NaN	NaN	NaN	7.750000e-01	4.229075e-01	1
LIPC	lipase, hepatic	1646	2	1	2	6	0	0	0	6	6	6	5.804254e-01	1	1.690000e-01	1	1.674039e-01	4.087135e-01	4.229580e-01	1
CH25H	cholesterol 25-hydroxylase	819	0	0	0	1	0	0	0	1	1	1	4.231174e-01	NaN	NaN	NaN	NaN	4.768212e-01	4.231174e-01	1
BSPRY	B-box and SPRY domain containing	1229	2	0	1	3	0	1	1	5	5	5	1.440710e-01	1	7.200000e-01	1.000000e+00	7.438946e-01	1.730451e-01	4.232013e-01	1
TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	773	62	0	1	3	0	1	1	5	5	5	1.440764e-01	1	7.470000e-01	1.000000e+00	7.485606e-01	5.921721e-02	4.232117e-01	1
TBC1D14	TBC1 domain family, member 14	2281	1	1	1	7	0	0	0	7	7	7	4.140423e-01	1	3.140000e-01	1	3.066815e-01	4.906248e-01	4.232317e-01	1
OR10Q1	olfactory receptor, family 10, subfamily Q, member 1	960	77	0	3	4	0	0	1	5	5	5	8.426810e-01	1	1.350000e-01	1.000000e+00	1.433711e-01	9.884106e-01	4.232544e-01	1
SAMD15	sterile alpha motif domain containing 15	2033	11	0	3	8	0	0	0	8	8	8	1.441216e-01	1	9.190000e-01	1	9.172913e-01	9.350777e-01	4.232993e-01	1
DPF2	D4, zinc and double PHD fingers family 2	1262	0	0	0	2	0	0	1	3	3	3	1.442319e-01	1	4.810000e-01	1.000000e+00	4.730087e-01	6.507693e-01	4.235128e-01	1
KIAA0895	KIAA0895	1988	2	0	2	1	0	0	1	2	2	2	9.073570e-01	1	1.230000e-01	9.999997e-01	1.072681e-01	2.219168e-01	4.235862e-01	1
CLEC11A	C-type lectin domain family 11, member A	1036	0	1	4	4	0	0	2	6	6	6	9.687950e-01	1	6.800000e-02	1.000000e+00	7.486917e-02	2.647881e-01	4.237424e-01	1
SLC13A1	solute carrier family 13 (sodium/sulfate symporters), member 1	1864	8	0	7	11	0	3	0	14	13	13	3.495711e-01	6.170000e-01	3.550000e-01	4.094272e-02	3.632417e-01	3.224325e-01	4.237857e-01	1
TNP1	transition protein 1 (during histone to protamine replacement)	172	26	0	0	3	0	0	0	3	2	3	6.171473e-01	1	2.340000e-01	9.999677e-01	2.500000e-01	2.784522e-01	4.238624e-01	1
PLD5	phospholipase D family, member 5	1659	9	2	0	6	0	0	0	6	6	5	9.377851e-01	1.350000e-01	7.360000e-01	8.978396e-03	7.286871e-01	4.129365e-01	4.238749e-01	1
ZFR	zinc finger RNA binding protein	3301	14	1	3	3	1	0	0	4	4	4	9.894556e-01	1	1.370000e-01	1.000000e+00	1.477238e-01	6.003765e-01	4.239554e-01	1
NFASC	neurofascin homolog (chicken)	4341	0	4	10	14	0	0	0	14	14	14	9.649055e-01	1.180000e-01	8.650000e-01	1	8.598587e-01	4.985875e-01	4.244878e-01	1
NFU1	NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)	793	13	0	0	2	0	1	0	3	3	3	1.447784e-01	1	8.190000e-01	1.000000e+00	8.244863e-01	8.076771e-01	4.245700e-01	1
TRPC1	transient receptor potential cation channel, subfamily C, member 1	2430	15	0	1	4	0	0	0	4	4	4	1.448415e-01	1	9.840000e-01	1.000000e+00	9.860132e-01	9.642149e-01	4.246920e-01	1
MVP	major vault protein	2734	0	0	6	6	0	0	1	7	6	7	9.596236e-01	1	6.000000e-02	1	5.165568e-02	4.623681e-01	4.248111e-01	1
NFYB	nuclear transcription factor Y, beta	648	6	0	0	0	0	1	0	1	1	1	4.248709e-01	NaN	NaN	NaN	NaN	4.318182e-01	4.248709e-01	1
GRM8	glutamate receptor, metabotropic 8	2886	5	0	7	12	0	0	0	12	12	11	9.997171e-01	1.220000e-01	5.310000e-01	2.259276e-02	5.301652e-01	5.814410e-01	4.249189e-01	1
OR2L13	olfactory receptor, family 2, subfamily L, member 13	939	18	2	1	3	0	0	0	3	3	3	8.896735e-01	1	1.340000e-01	1.000000e+00	1.175198e-01	2.558459e-01	4.250305e-01	1
PPP1R14C	protein phosphatase 1, regulatory (inhibitor) subunit 14C	510	15	1	0	3	0	1	0	4	4	4	1.451061e-01	1	9.510000e-01	1.000000e+00	9.519297e-01	2.397843e-01	4.252030e-01	1
NRIP3	nuclear receptor interacting protein 3	750	0	0	0	1	0	0	0	1	1	1	4.252956e-01	NaN	NaN	NaN	NaN	9.702970e-01	4.252956e-01	1
PDPN	podoplanin	791	5	0	1	6	0	0	0	6	5	6	1.451773e-01	1	5.630000e-01	1.000000e+00	5.905465e-01	8.496886e-01	4.253403e-01	1
FAM120A	family with sequence similarity 120A	3664	0	1	0	5	0	0	0	5	5	5	3.433097e-01	1	2.420000e-01	1	2.495190e-01	5.600759e-01	4.254228e-01	1
ERGIC2	ERGIC and golgi 2	1182	0	0	0	4	0	0	0	4	3	4	2.228220e-01	1	6.290000e-01	1.000000e+00	6.242370e-01	5.526336e-01	4.255384e-01	1
MT1B	metallothionein 1B	223	42	0	0	1	1	0	0	2	2	2	1.453079e-01	1	5.320000e-01	9.999806e-01	5.444046e-01	1.249060e-01	4.255923e-01	1
PKD2L1	polycystic kidney disease 2-like 1	2478	13	1	4	5	1	0	0	6	6	6	5.424503e-01	1	2.290000e-01	1	2.316022e-01	2.111204e-01	4.257250e-01	1
PREB	prolactin regulatory element binding	1286	1	0	0	2	0	0	0	2	2	2	2.657762e-01	1	5.470000e-01	9.999994e-01	5.297762e-01	2.323893e-01	4.257306e-01	1
MED20	mediator complex subunit 20	664	39	0	1	2	0	1	0	3	3	3	1.454204e-01	1	9.430000e-01	1.000000e+00	9.470706e-01	6.457001e-01	4.258094e-01	1
POLB	polymerase (DNA directed), beta	1060	22	1	1	3	0	0	0	3	3	2	5.049346e-01	2.210000e-01	6.870000e-01	2.817782e-03	6.772349e-01	2.536899e-01	4.258108e-01	1
PCDHB6	protocadherin beta 6	2385	0	0	1	6	0	0	1	7	7	7	1.454620e-01	1	3.940000e-01	1	3.872391e-01	9.724060e-01	4.258895e-01	1
WBSCR27	Williams Beuren syndrome chromosome region 27	754	6	0	2	2	0	0	1	3	3	3	4.296947e-01	1	1.670000e-01	1.000000e+00	1.813575e-01	2.240944e-01	4.262836e-01	1
C1orf111	chromosome 1 open reading frame 111	794	8	0	0	3	0	0	0	3	3	3	2.503580e-01	1	5.600000e-01	1.000000e+00	5.731061e-01	2.078129e-01	4.263643e-01	1
ZNF596	zinc finger protein 596	1531	11	0	3	8	2	1	0	11	10	11	1.457946e-01	1	6.690000e-01	1	6.393719e-01	5.741134e-01	4.265304e-01	1
CD27	CD27 molecule	803	0	2	4	2	0	0	0	2	2	2	9.856036e-01	1	1.080000e-01	9.999985e-01	9.564156e-02	9.256341e-01	4.266742e-01	1
TK2	thymidine kinase 2, mitochondrial	1056	2	1	1	1	0	1	0	2	2	2	7.016850e-01	1	1.570000e-01	9.999991e-01	1.617942e-01	2.104046e-01	4.268304e-01	1
HMGXB4	HMG box domain containing 4	1842	5	0	3	5	0	0	2	7	7	7	6.320327e-01	1	1.560000e-01	1	1.465979e-01	5.886334e-01	4.269249e-01	1
CASC5	cancer susceptibility candidate 5	7129	1	0	2	8	0	0	0	8	8	8	3.195520e-01	1	3.850000e-01	1	3.611599e-01	7.791812e-01	4.269935e-01	1
PITPNA	phosphatidylinositol transfer protein, alpha	862	0	0	0	1	0	0	0	1	1	1	4.270677e-01	NaN	NaN	NaN	NaN	1.000000e+00	4.270677e-01	1
HOXA1	homeobox A1	1012	1	0	1	2	0	0	0	2	2	2	3.405877e-01	1	3.430000e-01	9.999990e-01	3.598536e-01	6.050566e-01	4.271414e-01	1
KIAA1279	KIAA1279	1890	0	0	1	4	0	0	0	4	4	4	3.031499e-01	1	3.620000e-01	1.000000e+00	3.639844e-01	5.610215e-01	4.271532e-01	1
AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	1012	1	0	0	1	0	0	0	1	1	1	4.273066e-01	NaN	NaN	NaN	NaN	5.674419e-01	4.273066e-01	1
EGLN3	egl nine homolog 3 (C. elegans)	824	8	0	1	2	0	1	0	3	3	3	3.261725e-01	1	4.270000e-01	1.000000e+00	4.299631e-01	6.429846e-01	4.277937e-01	1
BHMT2	betaine-homocysteine methyltransferase 2	1120	1	1	3	4	1	1	0	6	6	6	2.555987e-01	1	4.670000e-01	1.000000e+00	5.068953e-01	7.250116e-01	4.278063e-01	1
PTGR2	prostaglandin reductase 2	1088	16	0	1	1	0	2	0	3	3	3	3.001294e-01	1	4.700000e-01	1.000000e+00	5.034033e-01	6.832367e-01	4.278161e-01	1
CCDC68	coiled-coil domain containing 68	1045	7	1	3	2	0	0	1	3	3	3	8.052003e-01	1	1.710000e-01	1.000000e+00	1.635225e-01	3.019703e-01	4.279761e-01	1
LIMK2	LIM domain kinase 2	2386	14	3	2	2	0	0	0	2	2	2	9.974687e-01	1	1.000000e-01	9.999998e-01	1.061048e-01	9.475520e-01	4.281325e-01	1
INCA1	inhibitor of CDK, cyclin A1 interacting protein 1	731	2	0	0	0	0	1	0	1	1	1	4.281848e-01	NaN	NaN	NaN	NaN	9.179487e-01	4.281848e-01	1
SPANXD	SPANX family, member D	298	37	0	0	1	0	0	0	1	1	1	4.282515e-01	NaN	NaN	NaN	NaN	5.066667e-01	4.282515e-01	1
AMBP	alpha-1-microglobulin/bikunin precursor	1095	4	1	3	7	0	2	0	9	9	9	1.467131e-01	1	8.150000e-01	1	8.311972e-01	2.434323e-01	4.282961e-01	1
SYNE1	spectrin repeat containing, nuclear envelope 1	27700	0	5	31	63	2	3	3	71	65	70	7.023347e-01	2.780000e-01	3.310000e-01	7.235410e-02	3.208334e-01	5.773091e-01	4.284397e-01	1
POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	208	68	0	0	1	0	0	0	1	1	1	4.285759e-01	NaN	NaN	NaN	NaN	8.551724e-01	4.285759e-01	1
KLHL22	kelch-like 22 (Drosophila)	1925	13	2	3	4	0	0	1	5	4	5	8.907432e-01	1	1.290000e-01	1.000000e+00	1.176719e-01	7.779398e-01	4.287940e-01	1
NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1	2442	1	0	3	8	0	0	2	10	9	10	5.286818e-01	1	1.310000e-01	1	1.493432e-01	2.024627e-01	4.287957e-01	1
TXNDC12	thioredoxin domain containing 12 (endoplasmic reticulum)	555	26	0	0	3	0	0	0	3	3	3	1.470051e-01	1	7.200000e-01	1.000000e+00	7.243299e-01	8.688586e-01	4.288563e-01	1
EPX	eosinophil peroxidase	2195	0	0	1	6	0	0	1	7	7	7	1.470211e-01	1	3.650000e-01	1	3.459907e-01	7.860546e-01	4.288868e-01	1
MIER3	mesoderm induction early response 1, family member 3	1716	3	0	0	2	0	1	0	3	3	3	7.389984e-01	1	1.980000e-01	1.000000e+00	1.863767e-01	5.443301e-01	4.289628e-01	1
SMIM14		320	30	0	1	1	0	0	0	1	1	1	4.289843e-01	NaN	NaN	NaN	NaN	7.245509e-01	4.289843e-01	1
STAB1	stabilin 1	7985	14	6	15	22	3	1	2	28	27	27	5.089231e-01	2.290000e-01	7.460000e-01	4.303080e-02	7.446174e-01	2.615768e-01	4.289974e-01	1
LGI3	leucine-rich repeat LGI family, member 3	1675	8	2	1	5	0	0	0	5	5	5	7.392905e-01	1	9.900000e-02	1.000000e+00	9.660332e-02	4.205568e-01	4.290742e-01	1
KIAA0907	KIAA0907	1945	0	0	2	3	0	2	0	5	3	5	6.345103e-01	1	2.310000e-01	1.000000e+00	2.208318e-01	5.731281e-01	4.292420e-01	1
RUSC2	RUN and SH3 domain containing 2	4591	3	0	4	13	0	0	0	13	12	13	3.125754e-01	1	3.520000e-01	1	3.482837e-01	2.069813e-01	4.292739e-01	1
PLG	plasminogen	2507	0	4	8	11	1	3	0	15	15	14	9.883969e-01	1.380000e-01	9.580000e-01	4.099916e-02	9.508918e-01	8.225380e-01	4.293661e-01	1
SP8	Sp8 transcription factor	1532	0	0	4	8	0	0	2	10	10	9	7.838402e-01	3.120000e-01	2.770000e-01	2.894933e-02	3.064778e-01	7.073949e-02	4.295400e-01	1
SULT1C2	sulfotransferase family, cytosolic, 1C, member 2	1056	5	0	1	3	0	0	0	3	3	3	3.396711e-01	1	4.040000e-01	1.000000e+00	4.155639e-01	4.710595e-01	4.296459e-01	1
PHACTR2	phosphatase and actin regulator 2	2230	0	0	1	5	1	0	0	6	5	6	3.501860e-01	1	2.390000e-01	1.000000e+00	2.311502e-01	6.145317e-01	4.296670e-01	1
CD101	CD101 molecule	3100	11	1	3	8	3	0	0	11	11	10	1.474592e-01	1	6.890000e-01	1	7.110319e-01	3.192229e-01	4.297262e-01	1
RRNAD1	ribosomal RNA adenine dimethylase domain containing 1	1456	3	0	0	2	1	0	0	3	3	3	3.235708e-01	1	3.790000e-01	1.000000e+00	3.901355e-01	4.626841e-01	4.298967e-01	1
ATF6B	activating transcription factor 6 beta	2180	6	1	1	3	1	0	0	4	4	4	6.199796e-01	1	1.600000e-01	1.000000e+00	1.482710e-01	9.101835e-01	4.299098e-01	1
DYNC1H1	dynein, cytoplasmic 1, heavy chain 1	14249	5	2	13	26	0	1	0	27	26	27	7.576461e-01	1.750000e-01	7.230000e-01	1	7.135972e-01	9.633942e-01	4.302653e-01	1
KIAA1161	KIAA1161	2043	0	1	7	7	2	0	0	9	8	9	9.292185e-01	1	1.160000e-01	1	1.124185e-01	8.764574e-01	4.302744e-01	1
ATG12	ATG12 autophagy related 12 homolog (S. cerevisiae)	576	28	1	0	1	1	0	0	2	2	2	3.974075e-01	1	1.950000e-01	9.999970e-01	2.080456e-01	5.583195e-02	4.304461e-01	1
GPCPD1	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)	2091	7	0	2	5	1	1	0	7	7	7	1.478523e-01	1	6.660000e-01	1	6.680673e-01	4.453124e-02	4.304781e-01	1
SYNM	synemin, intermediate filament protein	4709	1	0	11	15	1	0	1	17	17	15	9.185425e-01	2.440000e-01	1.220000e-01	3.054520e-05	1.236978e-01	7.260173e-02	4.305413e-01	1
KIF3B	kinesin family member 3B	2272	1	0	4	4	0	0	0	4	4	4	9.076809e-01	1	1.110000e-01	1.000000e+00	1.158511e-01	9.169600e-01	4.306686e-01	1
HS1BP3	HCLS1 binding protein 3	1412	3	1	0	4	0	0	0	4	4	4	3.393812e-01	1	4.280000e-01	1.000000e+00	4.174842e-01	9.176651e-01	4.307035e-01	1
KCNH4	potassium voltage-gated channel, subfamily H (eag-related), member 4	3114	0	0	3	8	0	0	1	9	8	9	4.526079e-01	1	2.410000e-01	1	2.436113e-01	7.880332e-01	4.307657e-01	1
TNFRSF18	tumor necrosis factor receptor superfamily, member 18	995	17	1	1	4	0	0	0	4	4	3	8.464430e-01	1.460000e-01	5.360000e-01	5.994990e-03	5.576266e-01	8.791279e-02	4.310039e-01	1
C5orf56	chromosome 5 open reading frame 56	842	0	0	0	0	0	1	0	1	1	1	4.312554e-01	NaN	NaN	NaN	NaN	4.615385e-01	4.312554e-01	1
AGTPBP1	ATP/GTP binding protein 1	3967	2	0	2	6	1	0	0	7	6	6	5.936611e-01	2.080000e-01	2.700000e-01	3.770103e-03	2.772005e-01	2.431255e-01	4.315532e-01	1
XKR7	XK, Kell blood group complex subunit-related family, member 7	1748	2	0	0	4	0	0	0	4	3	4	6.211708e-01	1	1.330000e-01	1.000000e+00	1.164551e-01	6.795598e-01	4.316382e-01	1
UXS1	UDP-glucuronate decarboxylase 1	1389	1	0	1	4	1	0	0	5	5	5	3.271866e-01	1	3.580000e-01	1.000000e+00	3.713327e-01	9.061411e-01	4.317963e-01	1
KCNJ13	potassium inwardly-rectifying channel, subfamily J, member 13	1087	12	0	0	2	0	1	0	3	3	3	3.993853e-01	1	3.490000e-01	1.000000e+00	3.749264e-01	9.291148e-01	4.318508e-01	1
KHDC1	KH homology domain containing 1	730	5	0	0	3	0	0	0	3	3	3	3.514168e-01	1	3.430000e-01	1.000000e+00	3.439139e-01	4.000179e-02	4.319995e-01	1
KCTD8	potassium channel tetramerisation domain containing 8	1426	2	0	9	10	1	0	0	11	10	11	9.980375e-01	1.180000e-01	7.410000e-01	1	7.490463e-01	6.689098e-01	4.321105e-01	1
KRTAP22-1	keratin associated protein 22-1	147	938	0	0	1	0	0	0	1	1	1	4.324815e-01	NaN	NaN	NaN	NaN	1.567568e-01	4.324815e-01	1
ZNF133	zinc finger protein 133	2016	31	0	1	4	0	0	0	4	3	4	9.366784e-01	1	1.320000e-01	1.000000e+00	1.425363e-01	3.980825e-01	4.325378e-01	1
NLRC4	NLR family, CARD domain containing 4	3104	2	0	0	4	0	0	0	4	4	4	3.790673e-01	1	3.530000e-01	1.000000e+00	3.368188e-01	1.737030e-01	4.326170e-01	1
MIA3	melanoma inhibitory activity family, member 3	5980	1	1	3	4	1	0	1	6	6	6	9.197391e-01	1	1.530000e-01	1	1.642719e-01	4.316239e-01	4.326632e-01	1
BTNL3	butyrophilin-like 3	1429	0	0	0	5	0	0	0	5	5	5	1.490958e-01	1	4.940000e-01	1.000000e+00	4.856343e-01	8.133294e-01	4.328499e-01	1
AQP9	aquaporin 9	908	15	0	2	3	0	0	0	3	3	3	5.941192e-01	1	2.010000e-01	1.000000e+00	2.077788e-01	3.455889e-01	4.329034e-01	1
CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	2332	0	0	1	5	0	0	0	5	5	5	3.534119e-01	1	4.010000e-01	1.000000e+00	4.218247e-01	2.399122e-01	4.329337e-01	1
FAM76A	family with sequence similarity 76, member A	1090	0	0	0	1	0	0	0	1	1	1	4.330005e-01	NaN	NaN	NaN	NaN	4.210526e-01	4.330005e-01	1
OR6Q1	olfactory receptor, family 6, subfamily Q, member 1	954	23	1	1	3	0	0	0	3	3	3	6.403418e-01	1	2.230000e-01	1.000000e+00	2.083951e-01	3.824078e-01	4.330475e-01	1
RGL3	ral guanine nucleotide dissociation stimulator-like 3	2223	1	0	6	9	1	0	0	10	9	10	4.909668e-01	1	2.370000e-01	1	2.392699e-01	6.532692e-01	4.331507e-01	1
FTH1	ferritin, heavy polypeptide 1	761	6	0	0	0	0	0	1	1	1	1	4.332631e-01	NaN	NaN	NaN	NaN	1.724138e-01	4.332631e-01	1
GNRHR	gonadotropin-releasing hormone receptor	995	10	0	1	2	0	0	0	2	2	2	8.073243e-01	1	1.810000e-01	9.999990e-01	1.863632e-01	5.291020e-01	4.333430e-01	1
TUSC3	tumor suppressor candidate 3	1111	2	1	2	18	0	2	0	20	17	20	1.494670e-01	1	5.030000e-01	1	4.873047e-01	9.839190e-01	4.335559e-01	1
FAM193B	family with sequence similarity 193, member B	2743	15	1	3	7	0	0	0	7	7	7	9.004233e-01	1.410000e-01	9.000000e-01	1	8.881742e-01	3.112782e-02	4.335621e-01	1
NXPH1	neurexophilin 1	820	0	0	3	3	0	0	0	3	3	3	8.848195e-01	1	7.200000e-02	1.000000e+00	6.838995e-02	8.447921e-01	4.336842e-01	1
SLC22A7	solute carrier family 22 (organic anion transporter), member 7	1719	8	0	2	5	0	1	1	7	6	6	3.134997e-01	1	3.730000e-01	1	3.900106e-01	4.475741e-01	4.336934e-01	1
HMGN2	high-mobility group nucleosomal binding domain 2	293	25	0	0	1	0	0	0	1	1	1	4.336989e-01	NaN	NaN	NaN	NaN	1.000000e+00	4.336989e-01	1
DUS4L	dihydrouridine synthase 4-like (S. cerevisiae)	974	6	0	0	2	0	0	0	2	2	2	7.057211e-01	1	1.040000e-01	9.999990e-01	1.020208e-01	4.321848e-01	4.338331e-01	1
VAX1	ventral anterior homeobox 1	1151	0	1	2	3	0	0	0	3	3	3	9.180037e-01	1	1.280000e-01	1.000000e+00	1.321890e-01	6.614163e-01	4.338744e-01	1
CACNG7	calcium channel, voltage-dependent, gamma subunit 7	869	2	0	4	5	0	0	0	5	5	5	9.914249e-01	1	1.220000e-01	1.000000e+00	1.374656e-01	9.564225e-01	4.340084e-01	1
WDR5B	WD repeat domain 5B	993	135	1	0	1	0	0	1	2	2	2	4.652198e-01	1	2.990000e-01	9.999990e-01	3.018936e-01	9.687930e-01	4.341899e-01	1
SNRPA	small nuclear ribonucleoprotein polypeptide A	869	1	2	1	2	0	0	0	2	2	2	7.454024e-01	1	7.100000e-02	9.999987e-01	6.438545e-02	8.577778e-01	4.342376e-01	1
MGST2	microsomal glutathione S-transferase 2	460	0	0	0	1	0	0	0	1	1	1	4.342621e-01	NaN	NaN	NaN	NaN	4.752475e-01	4.342621e-01	1
TRIM52	tripartite motif-containing 52	898	39	0	0	4	0	0	0	4	4	4	2.544495e-01	1	3.290000e-01	1.000000e+00	3.476538e-01	7.254233e-01	4.343227e-01	1
PTPLAD1	protein tyrosine phosphatase-like A domain containing 1	1247	2	0	1	4	0	0	0	4	4	4	3.196589e-01	1	2.810000e-01	1.000000e+00	2.740732e-01	5.779262e-01	4.344162e-01	1
TDO2	tryptophan 2,3-dioxygenase	1265	1	2	2	7	0	0	1	8	7	8	4.189127e-01	1	3.330000e-01	1	3.343007e-01	5.772088e-01	4.345125e-01	1
LHX2	LIM homeobox 2	1237	0	0	2	4	0	0	0	4	4	4	4.746593e-01	1	2.380000e-01	1.000000e+00	2.507900e-01	1.393532e-01	4.345535e-01	1
SCRN1	secernin 1	1417	0	0	0	2	0	0	1	3	3	3	1.500050e-01	1	9.380000e-01	1.000000e+00	9.347547e-01	7.391441e-01	4.345774e-01	1
SERP2	stress-associated endoplasmic reticulum protein family member 2	206	20	0	0	1	0	0	0	1	1	1	4.346112e-01	NaN	NaN	NaN	NaN	4.779661e-01	4.346112e-01	1
ZSWIM7	zinc finger, SWIM-type containing 7	488	0	0	0	0	0	0	1	1	1	1	4.349747e-01	NaN	NaN	NaN	NaN	6.344828e-01	4.349747e-01	1
SMPX	small muscle protein, X-linked	277	130	0	0	1	0	0	0	1	1	1	4.352456e-01	NaN	NaN	NaN	NaN	2.857143e-01	4.352456e-01	1
MYOZ1	myozenin 1	916	28	0	1	3	0	0	0	3	3	3	3.829828e-01	1	3.420000e-01	1.000000e+00	3.108676e-01	2.796816e-01	4.355389e-01	1
TRIM35	tripartite motif-containing 35	1503	0	0	4	3	0	0	0	3	2	3	9.837608e-01	1	1.530000e-01	9.999996e-01	1.394954e-01	9.086009e-01	4.355449e-01	1
C5AR1	complement component 5a receptor 1	1057	3	0	0	3	1	0	0	4	4	4	1.505837e-01	1	9.420000e-01	1.000000e+00	9.377096e-01	5.886462e-01	4.356742e-01	1
SMAGP	small cell adhesion glycoprotein	314	19	0	0	1	0	0	0	1	1	1	4.357185e-01	NaN	NaN	NaN	NaN	7.263158e-01	4.357185e-01	1
PLK1	polo-like kinase 1 (Drosophila)	1848	36	0	4	3	0	0	0	3	3	3	9.978523e-01	1	9.600000e-02	1.000000e+00	8.905544e-02	3.593017e-01	4.358484e-01	1
SLC38A2	solute carrier family 38, member 2	1652	1	0	0	1	0	0	1	2	2	2	1.507042e-01	1	6.640000e-01	9.999996e-01	6.520720e-01	1.826186e-01	4.359024e-01	1
C10orf113	chromosome 10 open reading frame 113	507	3	0	1	1	0	0	0	1	1	1	4.359742e-01	NaN	NaN	NaN	NaN	5.428571e-01	4.359742e-01	1
ABCA9	ATP-binding cassette, sub-family A (ABC1), member 9	5025	1	0	3	6	0	2	0	8	8	8	8.150594e-01	1	1.170000e-01	1	1.071911e-01	8.497180e-01	4.360571e-01	1
FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	3556	1	2	8	13	1	0	2	16	14	16	7.732880e-01	1	1.380000e-01	1	1.417584e-01	6.822203e-01	4.360669e-01	1
TOMM40L	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	959	10	0	2	3	0	0	0	3	3	3	2.699771e-01	1	5.220000e-01	1.000000e+00	5.003245e-01	6.124986e-01	4.363053e-01	1
CORO7	coronin 7	2918	4	2	4	5	0	0	0	5	5	5	9.617093e-01	1	1.210000e-01	1.000000e+00	9.099815e-02	4.518554e-01	4.364398e-01	1
SPAG17	sperm associated antigen 17	6862	1	1	7	25	0	0	1	26	26	25	5.573655e-01	2.290000e-01	4.130000e-01	4.630105e-02	4.209884e-01	6.714359e-01	4.365488e-01	1
AP3M1	adaptor-related protein complex 3, mu 1 subunit	1289	5	0	0	3	0	1	0	4	4	4	1.510963e-01	1	9.000000e-01	1.000000e+00	9.038542e-01	5.735215e-01	4.366438e-01	1
MTMR2	myotubularin related protein 2	1988	0	0	0	0	0	0	1	1	1	1	4.366447e-01	NaN	NaN	NaN	NaN	7.000000e-01	4.366447e-01	1
ZADH2	zinc binding alcohol dehydrogenase, domain containing 2	1138	4	0	3	4	0	0	0	4	4	4	9.444418e-01	1	1.270000e-01	1.000000e+00	1.352620e-01	5.604333e-01	4.366710e-01	1
CABP7	calcium binding protein 7	664	4	0	1	3	0	0	0	3	3	3	4.797426e-01	1	2.540000e-01	1.000000e+00	2.474969e-01	1.536781e-01	4.366865e-01	1
SPNS1	spinster homolog 1 (Drosophila)	1770	39	1	3	6	0	0	0	6	5	6	7.339327e-01	1	1.620000e-01	1.000000e+00	1.522482e-01	4.016139e-01	4.368211e-01	1
IDNK	idnK, gluconokinase homolog (E. coli)	761	7	0	1	3	0	0	0	3	3	3	9.396193e-01	1	1.250000e-01	1.000000e+00	1.344978e-01	7.571085e-01	4.369884e-01	1
