gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
AHR	aryl hydrocarbon receptor	2587	4	1	3	12	1	0	2	15	15	15	1.983879e-02	1	3.940000e-01	1	3.824948e-01	5.326787e-01	9.760916e-02	1
UBR1	ubiquitin protein ligase E3 component n-recognin 1	5434	0	4	4	8	1	1	0	10	10	9	9.018935e-01	2.500000e-02	4.820000e-01	8.245740e-03	4.772085e-01	6.983747e-01	9.762039e-02	1
LDOC1	leucine zipper, down-regulated in cancer 1	441	0	0	0	4	0	0	1	5	4	5	9.147497e-02	1	1.830000e-01	1.000000e+00	1.876204e-01	5.178266e-03	9.765336e-02	1
PCNXL4	pecanex-like 4 (Drosophila)	3627	0	0	1	4	0	0	0	4	4	4	5.090907e-01	1	2.300000e-02	1.000000e+00	1.596753e-02	7.438431e-01	9.767088e-02	1
YTHDC2	YTH domain containing 2	4407	0	2	1	11	1	1	1	14	14	13	2.310950e-01	7.400000e-02	9.120000e-01	2.043037e-02	9.124692e-01	9.376323e-01	9.774782e-02	1
PCDHGA7	protocadherin gamma subfamily A, 7	2811	14	0	5	16	0	0	1	17	16	16	8.081354e-02	2.150000e-01	7.660000e-01	4.180812e-02	7.741553e-01	1.051681e-01	9.777117e-02	1
C8orf4	chromosome 8 open reading frame 4	321	14	0	1	4	1	0	0	5	5	5	1.990304e-02	1	7.200000e-01	1.000000e+00	7.149843e-01	5.650372e-01	9.786093e-02	1
FAM76B	family with sequence similarity 76, member B	1056	5	0	1	5	0	1	0	6	6	5	3.318481e-01	5.900000e-02	8.870000e-01	1.407548e-02	8.827032e-01	8.634278e-01	9.789163e-02	1
NADSYN1	NAD synthetase 1	2221	7	1	3	4	1	1	0	6	6	6	8.980194e-01	1	5.800000e-03	1	6.768571e-03	4.132175e-01	9.799011e-02	1
ARID4B	AT rich interactive domain 4B (RBP1-like)	4027	13	3	3	9	0	4	1	14	13	14	1.882477e-01	1	2.000000e-02	1	1.953366e-02	3.412812e-01	9.806145e-02	1
KCNQ5	potassium voltage-gated channel, KQT-like subfamily, member 5	3004	2	1	12	7	0	0	0	7	7	6	9.991516e-01	1.600000e-02	6.120000e-01	6.957456e-03	6.027734e-01	3.438453e-01	9.817407e-02	1
SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	1512	14	0	1	2	0	0	0	2	2	2	9.085796e-01	1	1.700000e-02	9.999996e-01	1.211514e-02	3.259259e-01	9.819645e-02	1
CMA1	chymase 1, mast cell	762	0	0	0	2	0	0	1	3	3	3	1.710401e-01	1	1.150000e-01	1.000000e+00	1.194789e-01	3.232253e-01	9.828620e-02	1
TMBIM1	transmembrane BAX inhibitor motif containing 1	976	0	0	2	4	0	0	0	4	4	4	4.458749e-01	1	2.100000e-02	1.000000e+00	2.062388e-02	8.019698e-01	9.849217e-02	1
ZCCHC6	zinc finger, CCHC domain containing 6	4601	2	2	3	7	1	0	2	10	9	9	5.466456e-01	2.600000e-02	9.850000e-01	7.785148e-03	9.819125e-01	9.682950e-01	9.912287e-02	1
ZNF501	zinc finger protein 501	816	114	0	0	5	0	0	1	6	6	6	2.025541e-02	1	5.600000e-01	1.000000e+00	5.588738e-01	3.764675e-01	9.923802e-02	1
ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	1098	11	1	1	7	0	0	1	8	8	6	2.742381e-01	6.800000e-02	8.060000e-01	2.509958e-02	7.827760e-01	9.946206e-01	9.938695e-02	1
NHLRC4	NHL repeat containing 4	372	3	0	0	1	0	0	1	2	2	2	3.171811e-01	1	3.700000e-02	9.999929e-01	3.181049e-02	6.938452e-01	9.941023e-02	1
MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	1752	1	0	0	5	0	0	0	5	5	5	3.126549e-02	1	5.970000e-01	1.000000e+00	6.147045e-01	6.525519e-01	9.962155e-02	1
LHFPL1	lipoma HMGIC fusion partner-like 1	671	8	0	2	8	0	1	1	10	10	10	2.035562e-02	1	7.950000e-01	1	8.026143e-01	2.445756e-03	9.962852e-02	1
GPR160	G protein-coupled receptor 160	1017	18	0	0	5	0	0	1	6	5	6	2.395102e-01	1	4.500000e-02	1.000000e+00	4.351596e-02	5.827868e-01	9.963922e-02	1
TRIM31	tripartite motif-containing 31	1306	5	1	2	3	1	0	0	4	4	3	5.506639e-01	2.000000e-02	7.660000e-01	4.573745e-03	7.584769e-01	9.941172e-01	9.970229e-02	1
GPR84	G protein-coupled receptor 84	1195	7	0	2	7	1	0	0	8	7	8	2.911823e-01	1	2.600000e-02	1	2.418199e-02	2.370708e-02	9.973418e-02	1
TENC1	tensin like C1 domain containing phosphatase (tensin 2)	4449	18	1	7	14	1	0	1	16	16	15	9.381380e-02	1.830000e-01	8.710000e-01	2.660695e-02	8.778358e-01	8.272769e-01	1.000013e-01	1
GNAT2	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2	1093	0	0	5	4	0	0	0	4	4	3	8.893441e-01	2.000000e-02	2.720000e-01	5.460326e-03	2.678308e-01	9.711832e-01	1.000150e-01	1
UBQLN1	ubiquilin 1	1810	7	2	2	6	0	1	1	8	8	7	3.934756e-01	4.300000e-02	8.420000e-01	1.533797e-02	8.525464e-01	2.772179e-01	1.000376e-01	1
ZNF816	zinc finger protein 816	2623	12	0	1	7	1	0	0	8	8	7	8.506098e-01	1	7.100000e-03	1	7.196631e-03	7.310472e-01	1.001891e-01	1
ZSWIM4	zinc finger, SWIM-type containing 4	3373	5	2	5	7	0	0	0	7	7	6	9.763529e-01	6.500000e-02	1.410000e-01	6.203211e-03	1.352810e-01	7.978563e-01	1.002035e-01	1
PPP1R36	protein phosphatase 1, regulatory subunit 36	1313	1	0	1	8	2	0	1	11	11	11	2.053510e-02	1	8.900000e-01	1	8.821637e-01	4.257034e-01	1.003267e-01	1
DEF6	differentially expressed in FDCP 6 homolog (mouse)	1980	6	0	1	6	0	0	0	6	6	6	8.978801e-01	1	8.400000e-03	1	7.385925e-03	7.921761e-02	1.004291e-01	1
RARRES3	retinoic acid receptor responder (tazarotene induced) 3	610	90	0	0	4	0	0	1	5	5	4	8.412697e-02	3.650000e-01	5.640000e-01	1.608980e-02	5.865691e-01	1.534439e-01	1.006219e-01	1
KRT71	keratin 71	1604	4	2	3	7	0	0	0	7	7	7	8.402336e-01	1	7.600000e-03	1	5.738798e-03	7.449089e-01	1.008494e-01	1
MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1	1174	5	0	0	6	0	1	0	7	7	7	2.068124e-02	1	8.450000e-01	1	8.260046e-01	4.834091e-01	1.008940e-01	1
CDC42SE2	CDC42 small effector 2	266	3	1	0	2	0	0	0	2	2	2	3.630188e-01	1	3.100000e-02	9.999860e-01	3.495784e-02	7.310351e-01	1.009360e-01	1
TCEANC	transcription elongation factor A (SII) N-terminal and central domain containing	1150	29	0	1	6	1	0	0	7	6	7	2.070728e-02	1	7.400000e-01	1	7.205349e-01	4.798515e-02	1.009950e-01	1
MYBPC1	myosin binding protein C, slow type	3797	8	1	6	8	0	0	2	10	10	9	6.283371e-01	5.000000e-02	3.310000e-01	1.177278e-02	3.287378e-01	7.084743e-01	1.011029e-01	1
DOHH	deoxyhypusine hydroxylase/monooxygenase	921	2	0	4	2	0	0	1	3	3	2	9.880643e-01	3.300000e-02	1.560000e-01	3.240906e-03	1.629277e-01	2.361240e-02	1.011581e-01	1
IFT172	intraflagellar transport 172 homolog (Chlamydomonas)	5511	0	3	2	16	1	1	3	21	19	20	2.057717e-01	8.500000e-02	7.020000e-01	3.055333e-02	6.751113e-01	2.116756e-01	1.012882e-01	1
PRMT1	protein arginine methyltransferase 1	1156	8	2	2	3	0	0	0	3	3	3	9.538024e-01	1	9.200000e-03	1.000000e+00	9.254664e-03	9.911835e-01	1.013268e-01	1
EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	1713	2	0	0	6	0	0	1	7	7	7	4.022298e-02	1	4.280000e-01	1	4.189038e-01	3.052357e-01	1.013360e-01	1
UBA2	ubiquitin-like modifier activating enzyme 2	1987	6	0	1	6	0	1	0	7	6	7	2.260832e-01	1	5.300000e-02	1	5.776785e-02	2.892561e-01	1.013530e-01	1
HIC2	hypermethylated in cancer 2	1852	8	0	2	8	0	0	1	9	9	8	7.380202e-02	2.460000e-01	7.110000e-01	1.923876e-02	7.101133e-01	8.936589e-01	1.014014e-01	1
FAM161B	family with sequence similarity 161, member B	2165	3	0	0	8	0	0	0	8	8	8	4.658310e-02	1	3.460000e-01	1	3.585261e-01	5.571359e-01	1.014420e-01	1
GIMAP8	GTPase, IMAP family member 8	2010	2	0	2	6	0	0	0	6	6	5	7.714683e-01	2.000000e-02	2.280000e-01	7.426937e-03	2.134236e-01	6.063702e-01	1.014691e-01	1
SLC19A3	solute carrier family 19, member 3	1671	8	1	0	6	0	0	0	6	6	5	5.633959e-01	3.200000e-02	9.890000e-01	8.914367e-03	9.870708e-01	9.007173e-01	1.015310e-01	1
KRT75	keratin 75	1688	18	0	4	11	1	0	0	12	12	12	2.088257e-02	1	7.600000e-01	1	7.759525e-01	6.551006e-01	1.016739e-01	1
LRRC8D	leucine rich repeat containing 8 family, member D	2581	0	0	0	3	0	0	0	3	3	3	2.374101e-01	1	2.800000e-02	1.000000e+00	2.404846e-02	5.929031e-01	1.017107e-01	1
COL9A1	collagen, type IX, alpha 1	3030	0	1	2	13	2	2	1	18	18	18	9.168404e-02	1	1.240000e-01	1	1.112648e-01	1.186619e-01	1.017566e-01	1
ZNF483	zinc finger protein 483	2442	11	0	2	6	0	0	1	7	7	7	2.903446e-01	1	3.000000e-02	1	3.931185e-02	9.357022e-01	1.017599e-01	1
ODAM	odontogenic, ameloblast asssociated	876	2	0	2	3	0	0	0	3	3	3	4.099398e-01	1	2.200000e-02	1.000000e+00	2.699363e-02	4.476489e-01	1.017681e-01	1
CASC3	cancer susceptibility candidate 3	2160	2	0	2	8	0	1	1	10	10	9	2.788130e-01	5.800000e-02	4.430000e-01	2.060997e-02	4.427275e-01	3.331511e-01	1.017838e-01	1
IFFO1	intermediate filament family orphan 1	1728	0	0	1	6	0	0	0	6	6	5	1.991891e-01	9.500000e-02	3.240000e-01	8.632216e-03	3.248583e-01	7.614672e-02	1.017988e-01	1
L3MBTL3	l(3)mbt-like 3 (Drosophila)	2423	15	3	2	5	0	0	0	5	5	4	9.513246e-01	1.900000e-02	4.130000e-01	4.114375e-03	4.258800e-01	5.005064e-01	1.018540e-01	1
ZNF30	zinc finger protein 30	1909	1	0	1	5	0	1	0	6	6	6	9.620275e-02	1	1.740000e-01	1	1.682964e-01	4.886127e-02	1.020205e-01	1
LRBA	LPS-responsive vesicle trafficking, beach and anchor containing	8849	9	2	17	28	2	4	2	36	34	36	6.096606e-01	1	4.000000e-03	1	3.790191e-03	8.674309e-01	1.020210e-01	1
SMCO3		678	1	0	0	4	0	0	0	4	4	4	4.022960e-02	1	5.140000e-01	1.000000e+00	5.184861e-01	9.301548e-01	1.022827e-01	1
FAM47C	family with sequence similarity 47, member C	3108	0	0	14	12	0	0	0	12	12	12	9.972221e-01	1	5.100000e-03	1	4.746287e-03	3.054820e-02	1.022877e-01	1
FOPNL	FGFR1OP N-terminal like	617	10	0	0	4	0	0	0	4	4	4	9.939073e-02	1	1.470000e-01	1.000000e+00	1.707267e-01	3.413418e-01	1.024014e-01	1
GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial	2468	5	0	0	4	0	0	0	4	4	4	4.791145e-01	1	1.500000e-02	1.000000e+00	1.113252e-02	9.739925e-01	1.024408e-01	1
ERP27	endoplasmic reticulum protein 27 kDa	878	19	0	1	4	0	0	0	4	4	4	3.700296e-01	1	3.500000e-02	1.000000e+00	4.383902e-02	4.707158e-01	1.024819e-01	1
TULP1	tubby like protein 1	1685	1	0	2	8	0	0	2	10	10	8	4.363180e-02	3.650000e-01	7.550000e-01	2.633997e-02	7.824601e-01	4.551751e-01	1.025826e-01	1
TUBAL3	tubulin, alpha-like 3	1353	13	0	4	8	0	0	0	8	8	8	2.247485e-01	1	2.100000e-02	1	2.004159e-02	8.879500e-01	1.026157e-01	1
DHRS1	dehydrogenase/reductase (SDR family) member 1	970	12	0	1	4	0	1	0	5	5	5	1.542879e-01	1	8.600000e-02	1.000000e+00	8.563584e-02	6.802270e-01	1.026584e-01	1
TBC1D23	TBC1 domain family, member 23	2172	26	1	3	9	0	0	2	11	9	10	2.349372e-01	7.400000e-02	9.170000e-01	1.642924e-02	9.107522e-01	3.951767e-01	1.026850e-01	1
USP17L2	ubiquitin specific peptidase 17-like 2	1593	1	0	2	5	0	0	0	5	5	5	5.448097e-01	2.500000e-02	3.160000e-01	1.000000e+00	3.138827e-01	9.846783e-01	1.030829e-01	1
NOL4	nucleolar protein 4	2001	10	2	4	12	1	1	1	15	15	14	7.327657e-01	2.070000e-01	3.800000e-02	5.109191e-02	2.511252e-02	8.568226e-01	1.030930e-01	1
EDIL3	EGF-like repeats and discoidin I-like domains 3	1451	3	0	5	11	1	2	1	15	15	15	5.936615e-02	1	2.050000e-01	1	2.037859e-01	9.952308e-01	1.031041e-01	1
ARHGAP26	Rho GTPase activating protein 26	2533	1	3	1	7	0	2	0	9	8	8	6.647857e-01	3.000000e-02	9.760000e-01	1.098675e-02	9.732111e-01	5.681911e-01	1.031813e-01	1
CDHR3	cadherin-related family member 3	2776	26	3	3	11	1	2	0	14	14	13	7.764575e-02	2.260000e-01	8.880000e-01	3.225526e-02	8.876196e-01	4.854861e-01	1.031882e-01	1
UBR5	ubiquitin protein ligase E3 component n-recognin 5	8632	0	1	6	32	1	4	4	41	36	40	2.129295e-02	1	9.620000e-01	1	9.650459e-01	5.413755e-01	1.032576e-01	1
USP28	ubiquitin specific peptidase 28	3369	0	0	3	8	2	2	1	13	13	13	1.315754e-01	1	6.400000e-02	1	6.941760e-02	4.299671e-01	1.033433e-01	1
PRSS53	protease, serine, 53	1702	0	0	1	4	0	1	0	5	5	5	2.453360e-01	1	4.800000e-02	1.000000e+00	4.769426e-02	7.325329e-01	1.034549e-01	1
IGFL1	IGF-like family member 1	345	37	0	1	1	2	0	0	3	3	2	1.619992e-01	1	7.900000e-02	8.579568e-03	6.294964e-02	6.203535e-01	1.036075e-01	1
CYP20A1	cytochrome P450, family 20, subfamily A, polypeptide 1	1461	4	0	0	7	0	0	0	7	7	7	1.021696e-01	1	1.120000e-01	1	1.077169e-01	2.705985e-01	1.038831e-01	1
ACO1	aconitase 1, soluble	2746	9	2	8	4	0	0	0	4	4	4	9.999851e-01	1	1.470000e-02	1.000000e+00	1.463615e-02	6.321905e-01	1.040524e-01	1
AIF1	allograft inflammatory factor 1	464	2	0	1	2	1	1	0	4	4	4	4.537136e-02	1	3.760000e-01	1.000000e+00	3.680853e-01	1.897245e-01	1.040767e-01	1
ALOXE3	arachidonate lipoxygenase 3	2745	1	0	6	11	1	0	0	12	12	12	4.526596e-01	1	1.390000e-02	1	1.423916e-02	9.729345e-01	1.042325e-01	1
SYNJ1	synaptojanin 1	4996	14	2	3	16	1	1	0	18	18	18	9.583685e-02	1	1.420000e-01	1	1.473742e-01	2.874463e-01	1.042965e-01	1
FBXO47	F-box protein 47	1395	0	0	0	9	0	2	0	11	10	10	2.157779e-02	1	5.770000e-01	1	5.666268e-01	4.285691e-01	1.043522e-01	1
U2AF1L4	U2 small nuclear RNA auxiliary factor 1-like 4	813	0	0	0	2	0	0	0	2	2	2	3.325142e-01	1	5.100000e-02	9.999985e-01	4.673960e-02	7.779605e-01	1.044888e-01	1
EPS15	epidermal growth factor receptor pathway substrate 15	2860	15	0	4	6	0	3	0	9	9	8	4.012871e-01	3.900000e-02	5.410000e-01	1.249478e-02	5.538095e-01	6.807347e-01	1.047038e-01	1
KCTD2	potassium channel tetramerisation domain containing 2	812	13	0	1	3	0	0	0	3	3	2	5.865692e-01	3.400000e-02	7.880000e-01	3.673467e-03	7.889363e-01	7.216181e-01	1.048323e-01	1
SKIV2L2	superkiller viralicidic activity 2-like 2 (S. cerevisiae)	3233	0	2	2	5	0	0	3	8	7	7	5.867075e-01	3.600000e-02	8.360000e-01	6.470809e-03	8.198218e-01	8.911791e-01	1.048519e-01	1
ESR2	estrogen receptor 2 (ER beta)	1917	0	5	4	3	0	2	2	7	7	6	9.446240e-01	1.500000e-02	6.100000e-01	1.082836e-02	6.237796e-01	2.055765e-01	1.049215e-01	1
TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	882	34	1	0	6	0	0	2	8	8	7	2.175532e-02	1	9.080000e-01	1	9.165949e-01	8.166486e-01	1.050324e-01	1
CPSF4	cleavage and polyadenylation specific factor 4, 30kDa	839	17	1	2	3	0	1	1	5	5	5	1.424410e-01	1	9.300000e-02	1.000000e+00	8.255847e-02	7.216615e-01	1.051784e-01	1
ROCK1	Rho-associated, coiled-coil containing protein kinase 1	4193	6	2	1	7	1	1	2	11	11	10	5.592527e-01	3.500000e-02	2.560000e-01	1.302991e-02	2.301564e-01	9.766763e-01	1.052449e-01	1
STEAP3	STEAP family member 3	1705	10	0	2	14	1	0	0	15	15	15	3.491256e-02	4.480000e-01	6.530000e-01	1	6.237540e-01	9.853107e-01	1.052813e-01	1
PRKCDBP	protein kinase C, delta binding protein	890	4	0	2	4	0	0	0	4	4	4	8.526887e-01	1	8.800000e-03	1.000000e+00	8.618363e-03	3.102084e-01	1.053137e-01	1
CLEC11A	C-type lectin domain family 11, member A	1036	1	1	4	5	0	0	2	7	7	7	9.752346e-01	1	6.200000e-03	1	5.933828e-03	2.701977e-01	1.053765e-01	1
ASB12	ankyrin repeat and SOCS box-containing 12	963	87	0	1	7	0	0	0	7	7	7	1.749894e-01	1	8.500000e-02	1	9.234015e-02	7.204054e-01	1.054852e-01	1
DEFB1	defensin, beta 1	211	36	0	1	2	0	0	0	2	2	2	2.543631e-01	1	6.500000e-02	9.999784e-01	6.975306e-02	8.674260e-01	1.054911e-01	1
IRS2	insulin receptor substrate 2	4021	0	0	15	37	1	0	3	41	29	36	9.959385e-01	1.700000e-02	9.910000e-01	2.244389e-04	9.924427e-01	3.093579e-01	1.056265e-01	1
MTFR1L		899	5	0	0	3	0	0	0	3	3	3	6.660592e-01	1	1.500000e-02	1.000000e+00	1.363833e-02	1.258332e-01	1.058912e-01	1
KIAA1462	KIAA1462	4088	1	0	3	16	0	0	3	19	18	18	2.199952e-02	1	8.800000e-01	1	8.778010e-01	7.233111e-01	1.059659e-01	1
DSPP	dentin sialophosphoprotein	3918	0	1	7	12	0	0	8	20	20	16	9.613027e-01	1.560000e-02	9.151000e-01	6.534151e-11	9.078709e-01	6.563027e-01	1.060205e-01	1
NTN3	netrin 3	1763	1	0	6	10	0	0	0	10	10	8	8.490554e-01	1.760000e-01	1.570000e-01	3.831909e-05	1.542202e-01	2.425134e-03	1.062555e-01	1
ORAI2	ORAI calcium release-activated calcium modulator 2	770	16	1	0	4	0	1	0	5	3	5	4.024639e-01	1	3.800000e-02	1.000000e+00	3.658643e-02	7.454202e-01	1.064845e-01	1
KCNK12	potassium channel, subfamily K, member 12	1297	0	0	3	6	0	0	0	6	5	6	9.237357e-01	1	1.700000e-02	1.000000e+00	1.081883e-02	1.726294e-01	1.066146e-01	1
NEUROD4	neurogenic differentiation 4	1000	9	0	1	5	0	0	0	5	5	5	5.549704e-01	3.800000e-02	6.560000e-01	1.000000e+00	6.382331e-01	2.280184e-01	1.067256e-01	1
TAS2R42	taste receptor, type 2, member 42	945	14	0	0	2	0	0	0	2	2	2	5.289695e-01	1	4.000000e-02	9.999989e-01	4.069370e-02	8.478413e-01	1.067938e-01	1
ZMAT1	zinc finger, matrin type 1	1939	29	1	2	7	0	0	0	7	7	7	2.746126e-01	1	3.200000e-02	1	2.197201e-02	7.170537e-01	1.068962e-01	1
CRISP2	cysteine-rich secretory protein 2	760	3	0	1	4	0	1	0	5	5	5	2.231665e-02	1	8.280000e-01	1.000000e+00	8.156123e-01	8.993073e-01	1.071740e-01	1
F5	coagulation factor V (proaccelerin, labile factor)	6786	3	2	17	22	2	0	1	25	24	22	9.335358e-01	1.500000e-02	6.710000e-01	3.386384e-08	6.570998e-01	9.362096e-01	1.075092e-01	1
KDM3B	lysine (K)-specific demethylase 3B	5378	27	4	8	17	3	2	2	24	22	24	7.210204e-02	1	1.080000e-01	1	1.130071e-01	5.544721e-01	1.075809e-01	1
STIL	SCL/TAL1 interrupting locus	3927	0	0	3	8	0	0	0	8	8	7	5.469759e-01	2.900000e-02	2.910000e-01	7.102064e-03	2.829154e-01	6.037708e-01	1.075896e-01	1
IMPA2	inositol(myo)-1(or 4)-monophosphatase 2	895	9	0	2	5	0	0	0	5	5	4	6.063577e-01	3.400000e-02	9.980000e-01	1.108023e-02	9.946348e-01	1.218328e-02	1.076246e-01	1
OR5B21	olfactory receptor, family 5, subfamily B, member 21	931	12	0	3	4	0	0	0	4	4	3	6.072772e-01	2.600000e-02	4.190000e-01	6.411381e-03	4.289128e-01	7.494101e-01	1.077537e-01	1
UBD	ubiquitin D	502	0	0	4	2	0	0	0	2	2	1	9.403889e-01	2.370000e-02	1.453000e-01	1.976285e-03	1.426604e-01	9.190507e-01	1.077766e-01	1
CECR2	cat eye syndrome chromosome region, candidate 2	4401	2	0	4	13	0	0	1	14	11	14	4.163805e-01	4.500000e-02	8.920000e-01	1	8.784201e-01	2.375432e-01	1.078118e-01	1
DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	2686	5	0	1	7	1	1	1	10	8	10	2.646342e-01	1	5.700000e-02	1	5.189999e-02	3.484545e-01	1.078473e-01	1
MTMR14	myotubularin related protein 14	2025	2	3	2	7	0	0	0	7	7	6	6.252672e-01	4.400000e-02	6.230000e-01	1.030751e-02	6.189265e-01	3.996713e-01	1.079069e-01	1
ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	1706	10	0	5	5	1	0	0	6	6	5	8.337892e-01	2.700000e-02	8.140000e-01	8.742906e-03	8.047659e-01	3.380242e-01	1.079171e-01	1
G6PD	glucose-6-phosphate dehydrogenase	1824	2	0	2	4	0	1	0	5	5	5	5.124253e-01	1	2.400000e-02	1.000000e+00	2.365281e-02	6.690450e-03	1.080476e-01	1
GPR15	G protein-coupled receptor 15	1083	19	0	1	6	1	0	0	7	7	7	9.318796e-02	1	1.330000e-01	1	1.312978e-01	9.909173e-01	1.080657e-01	1
MAGEB4	melanoma antigen family B, 4	1041	18	0	0	9	1	0	0	10	9	10	2.256663e-02	1	6.810000e-01	1	6.580388e-01	9.987189e-01	1.081231e-01	1
KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6	3044	10	1	6	15	0	1	0	16	14	16	2.535802e-01	1	2.600000e-02	1	2.064901e-02	8.506169e-01	1.081307e-01	1
PREX2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	4977	11	10	5	41	0	3	0	44	36	42	4.898035e-01	1	7.000000e-03	1	7.079008e-03	5.282981e-01	1.081736e-01	1
MIP	major intrinsic protein of lens fiber	804	1	0	0	3	0	0	0	3	3	3	4.106854e-01	1	4.400000e-02	1.000000e+00	5.039319e-02	9.284793e-01	1.082030e-01	1
SEMA5B	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	3837	3	2	10	12	0	0	1	13	13	13	9.738305e-01	2.975000e-01	7.000000e-03	1	7.636793e-03	8.137292e-01	1.082226e-01	1
EHD4	EH-domain containing 4	1646	22	0	3	4	0	0	0	4	4	3	8.702611e-01	2.500000e-02	9.350000e-01	3.632325e-03	9.437274e-01	5.710004e-01	1.083511e-01	1
ZC3H6	zinc finger CCCH-type containing 6	3616	7	0	3	6	0	0	3	9	9	8	4.447325e-01	4.500000e-02	9.130000e-01	9.903181e-03	9.055441e-01	8.386379e-01	1.085578e-01	1
METTL25	methyltransferase like 25	1856	2	0	4	8	2	1	1	12	11	12	4.831714e-01	4.200000e-02	9.210000e-01	1	9.123408e-01	9.798435e-01	1.086626e-01	1
GPX7	glutathione peroxidase 7	572	1	0	0	2	0	0	0	2	2	2	1.283659e-01	1	5.100000e-02	9.999970e-01	5.670267e-02	5.428460e-01	1.087070e-01	1
LSMEM1		184	7	0	0	0	1	1	0	2	2	2	1.089367e-01	NaN	NaN	NaN	NaN	6.041024e-01	1.089367e-01	1
NADK2		1373	9	1	0	6	0	0	0	6	6	6	3.453091e-01	1	1.700000e-02	1	2.046499e-02	3.558829e-01	1.089704e-01	1
PARVB	parvin, beta	1364	3	2	1	3	0	1	0	4	4	4	8.143216e-01	1	1.130000e-02	1.000000e+00	1.078123e-02	2.080471e-01	1.090105e-01	1
FAM194A	family with sequence similarity 194, member A	2046	0	0	0	5	0	1	0	6	6	6	4.774539e-02	1	3.350000e-01	1	3.323512e-01	2.547229e-01	1.090910e-01	1
IL26	interleukin 26	532	22	1	0	3	0	0	1	4	4	4	1.305085e-01	1	9.200000e-02	1.000000e+00	9.300358e-02	7.163933e-01	1.091540e-01	1
FBLN7	fibulin 7	1382	45	0	1	7	0	0	0	7	7	6	4.018187e-01	4.800000e-02	9.180000e-01	1.506069e-02	9.332508e-01	3.830984e-01	1.093984e-01	1
C16orf78	chromosome 16 open reading frame 78	814	1	1	2	3	1	0	0	4	4	4	7.653772e-01	2.600000e-02	7.350000e-01	1.000000e+00	7.409807e-01	9.179673e-01	1.096160e-01	1
BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	3354	8	1	2	9	0	0	0	9	9	8	5.740795e-01	3.000000e-02	7.770000e-01	1.067237e-02	7.793892e-01	1.000520e-01	1.096231e-01	1
TNF	tumor necrosis factor (TNF superfamily, member 2)	714	0	1	12	26	0	4	4	34	21	30	4.036524e-01	3.710000e-01	1.800000e-02	2.529873e-03	1.968601e-02	6.998707e-01	1.097929e-01	1
PRNP	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	766	7	0	2	2	0	0	1	3	3	3	5.005147e-01	1	2.700000e-02	1.000000e+00	2.377010e-02	4.762238e-01	1.098513e-01	1
FAM167B	family with sequence similarity 167, member B	496	11	0	0	3	0	0	2	5	5	5	2.305034e-02	1	7.500000e-01	1.000000e+00	7.566752e-01	6.129815e-01	1.099519e-01	1
CPSF6	cleavage and polyadenylation specific factor 6, 68kDa	1814	1	2	4	6	0	1	1	8	7	8	8.544505e-01	2.100000e-02	3.390000e-01	1	3.383679e-01	9.500659e-01	1.100266e-01	1
EFCAB14		1673	1	0	0	3	0	0	0	3	3	3	1.247866e-01	1	1.180000e-01	1.000000e+00	1.177814e-01	1.194773e-02	1.100844e-01	1
TCN1	transcobalamin I (vitamin B12 binding protein, R binder family)	1334	6	1	3	2	0	1	0	3	3	3	8.892163e-01	1	1.700000e-02	1.000000e+00	2.087922e-02	9.880135e-01	1.102129e-01	1
CHIT1	chitinase 1 (chitotriosidase)	1471	26	2	2	8	1	1	0	10	10	10	2.312804e-02	1	9.530000e-01	1	9.414308e-01	1.949509e-01	1.102446e-01	1
PLIN5	perilipin 5	1531	0	0	5	9	0	0	2	11	11	9	5.931732e-01	2.800000e-02	7.040000e-01	3.523020e-02	6.905941e-01	1.662290e-01	1.102662e-01	1
CREB1	cAMP responsive element binding protein 1	1110	46	1	1	6	0	0	0	6	6	6	1.489919e-01	1	1.080000e-01	1.000000e+00	9.572373e-02	8.614407e-02	1.106764e-01	1
METTL15	methyltransferase like 15	1332	1	0	0	7	0	0	1	8	8	8	1.107305e-01	1	7.600000e-02	1	6.754358e-02	3.124983e-01	1.107165e-01	1
